261;0;0;0
265;0;0;0
269;0;0;0
273;0;0;0
277;0;0;0
281;0;0;0
285;0;0;0
289;0;0;0
293;0;0;0
297;0;0;0
301;0;0;0
305;0;0;0
309;0;0;0
313;0;0;0
317;0;0;0
321;0;0;0
325;0;0;0
329;0;0;0
333;0;0;0
337;0;0;0
341;0;0;0
345;0;0;0
349;0;0;0
353;0;0;0
357;0;0;0
361;0;0;0
365;0;0;0
369;0;0;0
373;0;0;0
377;0;0;0
381;0;0;0
385;0;0;0
389;0;0;0
393;0;0;0
397;0;0;0
401;0;0;0
405;0;0;0
409;0;0;0
413;0;0;0
417;0;0;0
421;0;0;0
425;0;0;0
429;0;0;0
433;0;0;0
437;0;0;0
441;0;0;0
445;0;0;0
449;0;0;0
453;0;0;0
457;0;0;0
461;0;0;0
465;0;0;0
469;0;0;0
473;0;0;0
477;0;0;0
481;0;0;0
485;0;0;0
489;0;0;0
493;0;0;0
497;0;0;0
501;0;0;0
505;0;0;0
509;0;0;0
513;0;0;0
517;0;0;0
521;0;0;0
525;0;0;0
529;0;0;0
533;0;0;0
537;0;0;0
541;0;0;0
545;0;0;0
549;0;0;0
553;0;0;0
557;0;0;0
561;0;0;0
565;0;0;0
569;0;0;0
573;0;0;0
577;0;0;0
581;0;0;0
585;0;0;0
589;0;0;0
593;0;0;0
597;0;0;0
601;0;0;0
605;0;0;0
609;0;0;0
613;0;0;0
617;0;0;0
621;0;0;0
625;0;0;0
629;0;0;0
633;0;0;0
637;0;0;0
641;0;0;0
645;0;0;0
649;0;0;0
653;0;0;0
657;0;0;0
661;0;0;0
665;0;0;0
669;0;0;0
673;0;0;0
677;0;0;0
681;0;0;0
685;0;0;0
689;0;0;0
693;0;0;0
697;0;0;0
701;0;0;0
705;0;0;0
709;0;0;0
713;0;0;0
717;0;0;0
721;0;0;0
725;0;0;0
729;0;0;0
733;0;0;0
737;0;0;0
741;0;0;0
745;0;0;0
749;0;0;0
753;0;0;0
757;0;0;0
761;0;0;0
765;0;0;0
769;0;0;0
773;0;0;0
777;0;0;0
781;0;0;0
785;0;0;0
789;0;0;0
793;0;0;0
797;0;0;0
801;0;0;0
805;0;0;0
809;0;0;0
813;0;0;0
817;0;0;0
821;0;0;0
825;0;0;0
829;0;0;0
833;0;0;0
837;0;0;0
841;0;0;0
845;0;0;0
849;0;0;0
853;0;0;0
857;0;0;0
861;0;0;0
865;0;0;0
869;0;0;0
873;0;0;0
877;0;0;0
881;0;0;0
885;0;0;0
889;0;0;0
893;0;0;0
897;0;0;0
901;0;0;0
905;0;0;0
909;0;0;0
913;0;0;0
917;0;0;0
921;0;0;0
925;0;0;0
929;0;0;0
933;0;0;0
937;0;0;0
941;0;0;0
945;0;0;0
949;0;0;0
953;0;0;0
957;0;0;0
961;0;0;0
965;0;0;0
969;0;0;0
973;0;0;0
977;0;0;0
981;0;0;0
985;0;0;0
989;0;0;0
993;0;0;0
997;0;0;0
1001;0;0;0
1005;0;0;0
1009;0;0;0
1013;0;0;0
1017;0;0;0
1021;0;0;0
1025;0;0;0
1029;0;0;0
1033;0;0;0
1037;0;0;0
1041;0;0;0
1045;0;0;0
1049;0;0;0
1053;0;0;0
1057;0;0;0
1061;0;0;0
1065;0;0;0
1069;0;0;0
1073;0;0;0
1077;0;0;0
1081;0;0;0
1085;0;0;0
1089;0;0;0
1093;0;0;0
1097;0;0;0
1101;0;0;0
1105;0;0;0
1109;0;0;0
1113;0;0;0
1117;0;0;0
1121;0;0;0
1125;0;0;0
1129;0;0;0
1133;0;0;0
1137;0;0;0
1141;0;0;0
1145;0;0;0
1149;0;0;0
1153;0;0;0
1157;0;0;0
1161;0;0;0
1165;0;0;0
1169;0;0;0
1173;0;0;0
1177;0;0;0
1181;0;0;0
1185;0;0;0
1189;0;0;0
1193;0;0;0
1197;0;0;0
1201;0;0;0
1205;0;0;0
1209;0;0;0
1213;0;0;0
1217;0;0;0
1221;0;0;0
1225;0;0;0
1229;0;0;0
1233;0;0;0
1237;0;0;0
1241;0;0;0
1245;0;0;0
1249;0;0;0
1253;0;0;0
1257;0;0;0
1261;0;0;0
1265;0;0;0
1269;0;0;0
1273;0;0;0
1277;0;0;0
1281;0;0;0
1285;0;0;0
1289;0;0;0
1293;0;0;0
1297;0;0;0
1301;670;218;1029
1305;687;226;1008
1309;673;214;1007
